ACK/KA/RERA/1270/305/PR/310123/006785,ACK/KA/RERA/1270/305/PR/310123/006785,PRM/KA/RERA/1270/305/PR/060423/005837,Rayasandra Phase II,Karnataka Housing Board;
ACK/KA/RERA/1251/446/PR/300123/006784,ACK/KA/RERA/1251/446/PR/300123/006784,PRM/KA/RERA/1251/446/PR/100423/005856,SRI SAI SAROVAR,SRI SAI CONSTRUCTIONS;
ACK/KA/RERA/1263/419/PR/300123/006783,ACK/KA/RERA/1263/419/PR/300123/006783,PRM/KA/RERA/1263/419/PR/130723/006054,AVANTHI NAGAR PHASE-I,ADITYA DEVELOPERS PHASE-I;
ACK/KA/RERA/1263/419/PR/300123/006782,ACK/KA/RERA/1263/419/PR/300123/006782,PRM/KA/RERA/1263/419/PR/190723/006076,AVANTHI NAGAR PHASE II,ADITYA DEVELOPERS PHASE-I;
ACK/KA/RERA/1251/308/PR/300123/006781,ACK/KA/RERA/1251/308/PR/300123/006781,PRM/KA/RERA/1251/308/PR/090323/005782,Pionier Daffodil,Pionier PProject;
ACK/KA/RERA/1249/447/PR/290123/006780,ACK/KA/RERA/1249/447/PR/290123/006780,PRM/KA/RERA/1249/447/PR/240323/005818,SANAVI RESIDENCY,ANIL ANNASAHEB PATIL;
ACK/KA/RERA/1254/460/PR/280123/006779,ACK/KA/RERA/1254/460/PR/280123/006779,PRM/KA/RERA/1254/460/PR/220223/005734,Seshadri Nagar,SRI TIRUMALA DEVELOPERS;
ACK/KA/RERA/1251/309/PR/280123/006778,ACK/KA/RERA/1251/309/PR/280123/006778,PRM/KA/RERA/1251/309/PR/150223/005722,SHRIRAM HEBBAL 1,Shriram Upscale Space Private Limited;
ACK/KA/RERA/1268/378/PR/280123/006777,ACK/KA/RERA/1268/378/PR/280123/006777,PRM/KA/RERA/1268/378/PR/220623/006005,DHANAGALI 2nd STAGE C BLOCK,Mysore University Employees Housing Co-operative Society;
ACK/KA/RERA/1251/446/PR/280123/006776,ACK/KA/RERA/1251/446/PR/280123/006776,PRM/KA/RERA/1251/446/PR/160523/005934,ASTRO CITY PARADISE,Astro Builders and Developers;
ACK/KA/RERA/1273/318/PR/280123/006775,ACK/KA/RERA/1273/318/PR/280123/006775,PRM/KA/RERA/1273/318/PR/160523/005935,ANUGRAHA VILLA PLOTS,ANUGRAHA ESTATE;
ACK/KA/RERA/1250/303/PR/270123/006774,ACK/KA/RERA/1250/303/PR/270123/006774,PRM/KA/RERA/1250/303/PR/220223/005745,Brigade Oasis - Phase 2,Brigade Enterprises Ltd;
ACK/KA/RERA/1251/310/PR/270123/006773,ACK/KA/RERA/1251/310/PR/270123/006773,PRM/KA/RERA/1251/310/PR/290423/005899,HEARTY HOMES,SHRESTH HOMES PRIVATE LIMITED;
ACK/KA/RERA/1251/446/PR/270123/006771,ACK/KA/RERA/1251/446/PR/270123/006771,PRM/KA/RERA/1251/446/PR/150323/005796,Purva Oakshire,Puravankara Limited;
ACK/KA/RERA/1265/347/PR/270123/006770,ACK/KA/RERA/1265/347/PR/270123/006770,PRM/KA/RERA/1265/347/PR/220223/005742,Shree Sai Krupa,Shree Sai Krupa;
ACK/KA/RERA/1271/291/PR/260123/006769,ACK/KA/RERA/1271/291/PR/260123/006769,,BANASHANKARI LAYOUT,A N KRISHNAMURTHY KY VEENA AND A N NARAYANA;
ACK/KA/RERA/1251/310/PR/250123/006768,ACK/KA/RERA/1251/310/PR/250123/006768,PRM/KA/RERA/1251/310/PR/160223/005726,ARCHITHA AARNA,ARCHITHA VENTURES LLP;
ACK/KA/RERA/1251/446/PR/250123/006767,ACK/KA/RERA/1251/446/PR/250123/006767,,Nagarjuna Enclave,Munisubbaiah M;
ACK/KA/RERA/1251/310/PR/250123/006766,ACK/KA/RERA/1251/310/PR/250123/006766,PRM/KA/RERA/1251/310/PR/220623/006004,Nature View,VAISHNODEVI LUSH GREENS PRIVATE LIMITED;
ACK/KA/RERA/1268/378/PR/240123/006765,ACK/KA/RERA/1268/378/PR/240123/006765,PRM/KA/RERA/1268/378/PR/220923/006290,81 VENTURES,81 VENTURES;
ACK/KA/RERA/1249/447/PR/240123/006764,ACK/KA/RERA/1249/447/PR/240123/006764,PRM/KA/RERA/1249/447/PR/171123/006416,SRI LAXMI BALAJI LAYOUT 2,DEVAKI LOKESH;
ACK/KA/RERA/1249/447/PR/240123/006763,ACK/KA/RERA/1249/447/PR/240123/006763,PRM/KA/RERA/1249/447/PR/171123/006415,SRI LAXMI BALAJI LAYOUT 1,CHANDRASHEKHAR B JAMAKHANDI;
ACK/KA/RERA/1257/333/PR/240123/006762,ACK/KA/RERA/1257/333/PR/240123/006762,PRM/KA/RERA/1257/333/PR/090623/005982,HAMSAGIRI MULIYA LAYOUT,MULIYA DEVELOPERS;
ACK/KA/RERA/1248/469/PR/240123/006761,ACK/KA/RERA/1248/469/PR/240123/006761,PRM/KA/RERA/1248/469/PR/150323/005793,SDM Enclave,GPR DEVELOPERS;
ACK/KA/RERA/1250/303/PR/230123/006760,ACK/KA/RERA/1250/303/PR/230123/006760,PRM/KA/RERA/1250/303/PR/090323/005781,FOREST IN MY BACKYARD,EARTHEN HUES AND ESTATES PRIVATE LIMITED;
ACK/KA/RERA/1268/378/PR/230123/006759,ACK/KA/RERA/1268/378/PR/230123/006759,,SRI RAMA LAYOUT,KRISHNE GOWDA T.R;
ACK/KA/RERA/1268/378/PR/230123/006758,ACK/KA/RERA/1268/378/PR/230123/006758,,H.S.N LAYOUT,BHARATHI K S;
ACK/KA/RERA/1268/378/PR/230123/006757,ACK/KA/RERA/1268/378/PR/230123/006757,,SRI RAGHAVENDRA LAYOUT,KRISHNE GOWDA T.R;
ACK/KA/RERA/1268/378/PR/230123/006756,ACK/KA/RERA/1268/378/PR/230123/006756,PRM/KA/RERA/1268/378/PR/060423/005835,PNB Mysore Bhagya,PNB REALTY LIMITED ;
ACK/KA/RERA/1251/310/PR/230123/006755,ACK/KA/RERA/1251/310/PR/230123/006755,PRM/KA/RERA/1251/310/PR/080223/005704,PARADISE ON EARTH,Urbanrise Classic Homes Private Limited;
ACK/KA/RERA/1251/309/PR/200123/006754,ACK/KA/RERA/1251/309/PR/200123/006754,PRM/KA/RERA/1251/309/PR/290423/005897,Excel Golden Enclave,GOLDEN PROPERTIES;
ACK/KA/RERA/1251/310/PR/200123/006753,ACK/KA/RERA/1251/310/PR/200123/006753,PRM/KA/RERA/1251/310/PR/090523/005916,South Park Phase 1,ESTEEM SOUTH PARKS PRIVATE LIMITED ;
ACK/KA/RERA/1251/446/PR/200123/006752,ACK/KA/RERA/1251/446/PR/200123/006752,PRM/KA/RERA/1251/446/PR/030223/005690,The Residences at Brigade Tech Gardens,Brigade Properties Private Limited;
ACK/KA/RERA/1257/334/PR/200123/006751,ACK/KA/RERA/1257/334/PR/200123/006751,PRM/KA/RERA/1257/334/PR/070823/006117,ANANTHA INFINITY,ABHAYA CONSTRUCTION;
ACK/KA/RERA/1251/446/PR/200123/006750,ACK/KA/RERA/1251/446/PR/200123/006750,PRM/KA/RERA/1251/446/PR/030223/005683,Brigade Calista - Phase 1,Brigade Enterprises Ltd;
TOR/ACK/KA/RERA/1251/310/PR/230119/006749,TOR/ACK/KA/RERA/1251/310/PR/230119/006749,TOR/PRM/KA/RERA/1251/310/PR/230120/001682,KEYA SPRING,Spacio Apartment Owners Association;
ACK/KA/RERA/1251/310/PR/190123/006748,ACK/KA/RERA/1251/310/PR/190123/006748,PRM/KA/RERA/1251/310/PR/080223/005702,SHRIRAM ESQUIRE,SHRIRAM PROPERTIES LIMITED;
ACK/KA/RERA/1248/469/PR/190123/006747,ACK/KA/RERA/1248/469/PR/190123/006747,PRM/KA/RERA/1248/469/PR/140223/005713,Surya Nagar,Neelaveni S;
ACK/KA/RERA/1251/310/PR/190123/006746,ACK/KA/RERA/1251/310/PR/190123/006746,PRM/KA/RERA/1251/310/PR/210323/005809,KNS ALORA,KNS Infrastructure Private Limited;
ACK/KA/RERA/1257/478/PR/190123/006745,ACK/KA/RERA/1257/478/PR/190123/006745,PRM/KA/RERA/1257/478/PR/030223/005691,KINGS PARK,SHRESTA LAND DEVELOPERS  BUILDERS;
ACK/KA/RERA/1249/447/PR/180123/006744,ACK/KA/RERA/1249/447/PR/180123/006744,PRM/KA/RERA/1249/447/PR/080323/005775,ELLITE RESIDENCY I,M/s. UNIQUE CONSTRUCTIONS;
ACK/KA/RERA/1263/419/PR/180123/006743,ACK/KA/RERA/1263/419/PR/180123/006743,PRM/KA/RERA/1263/419/PR/030524/006834,S R APARTMENTS,S R Constructions;
ACK/KA/RERA/1249/447/PR/180123/006742,ACK/KA/RERA/1249/447/PR/180123/006742,PRM/KA/RERA/1249/447/PR/280324/006729,KILLEDAR PRIDE,M/s. UNIQUE CONSTRUCTIONS;
ACK/KA/RERA/1268/381/PR/180123/006741,ACK/KA/RERA/1268/381/PR/180123/006741,PRM/KA/RERA/1268/381/PR/140923/006254,SRI BALAJI ENCLAVE -3,SRI BALAJI DEVELOPERS AND PROMOTERS MYSURU PRIVATE LIMITED;
ACK/KA/RERA/1251/446/PR/180123/006740,ACK/KA/RERA/1251/446/PR/180123/006740,PRM/KA/RERA/1251/446/PR/220223/005743,Saritha Serene,Saritha Developers;
ACK/KA/RERA/1251/308/PR/170123/006739,ACK/KA/RERA/1251/308/PR/170123/006739,PRM/KA/RERA/1251/308/PR/020323/005763,ABHEE KINGS COURT,ABHEE VENTURES PVT LTD;
ACK/KA/RERA/1251/446/PR/170123/006738,ACK/KA/RERA/1251/446/PR/170123/006738,PRM/KA/RERA/1251/446/PR/300323/005832,EON AKASH B  C,ECO LIFE DEVELOPERS;
ACK/KA/RERA/1268/378/PR/170123/006737,ACK/KA/RERA/1268/378/PR/170123/006737,PRM/KA/RERA/1268/378/PR/080223/005703,Saha Serene,SAHA DEVELOPERS AND PROMOTERS;
ACK/KA/RERA/1251/310/PR/170123/006736,ACK/KA/RERA/1251/310/PR/170123/006736,PRM/KA/RERA/1251/310/PR/220623/006003,Park South,sonin developers llp;
ACK/KA/RERA/1248/440/PR/160123/006735,ACK/KA/RERA/1248/440/PR/160123/006735,PRM/KA/RERA/1248/440/PR/190423/005875,GOLDEN BELLS APARTMENT,GOLDENBELLS ESTATE AND PROPERTIES  PRIVATE LIMITED;
ACK/KA/RERA/1250/304/PR/160123/006734,ACK/KA/RERA/1250/304/PR/160123/006734,PRM/KA/RERA/1250/304/PR/150223/005720,VR HANUMAN ENCLAVE,V R DEVELOPERS;
ACK/KA/RERA/1251/309/PR/160123/006733,ACK/KA/RERA/1251/309/PR/160123/006733,PRM/KA/RERA/1251/309/PR/260523/005947,MANA VERDANT,MANA PROJECTS PVT LTD;
ACK/KA/RERA/1251/310/PR/160123/006732,ACK/KA/RERA/1251/310/PR/160123/006732,PRM/KA/RERA/1251/310/PR/090523/005912,South Park phase 2,ESTEEM SOUTH PARKS PRIVATE LIMITED;
ACK/KA/RERA/1249/369/PR/150123/006731,ACK/KA/RERA/1249/369/PR/150123/006731,PRM/KA/RERA/1249/369/PR/200423/005886,BANSHANKARI COLONY,Sudhakar Dattu Otari;
ACK/KA/RERA/1251/308/PR/150123/006730,ACK/KA/RERA/1251/308/PR/150123/006730,PRM/KA/RERA/1251/308/PR/080223/005701,ABHEE SRISHTI LAYOUT,ABHEE VENTURES PRIVATE LIMITED;
ACK/KA/RERA/1251/308/PR/140123/006729,ACK/KA/RERA/1251/308/PR/140123/006729,PRM/KA/RERA/1251/308/PR/220223/005739,ABHEE PRIDE,ABHEE VENTURES PRIVATE LIMITED;
ACK/KA/RERA/1273/318/PR/140123/006728,ACK/KA/RERA/1273/318/PR/140123/006728,PRM/KA/RERA/1273/318/PR/230123/005663,VISHVAM SOVEREIGN,SOVEREIGN BUILDERS  DEVELOPERS;
ACK/KA/RERA/1268/378/PR/140123/006727,ACK/KA/RERA/1268/378/PR/140123/006727,PRM/KA/RERA/1268/378/PR/060423/005841,ROYALE PROPERTIES BETHEL PHASE-05,Royale Properties ;
ACK/KA/RERA/1255/477/PR/140123/006726,ACK/KA/RERA/1255/477/PR/140123/006726,,NIRVANA,KESHAVEGOWDA L K;
ACK/KA/RERA/1251/446/PR/140123/006725,ACK/KA/RERA/1251/446/PR/140123/006725,PRM/KA/RERA/1251/446/PR/041223/006446,La Vita,SATTVA REAL ESTATE PRIVATE LIMITED;
ACK/KA/RERA/1248/469/PR/130123/006724,ACK/KA/RERA/1248/469/PR/130123/006724,PRM/KA/RERA/1248/469/PR/250123/005666,NAADAM,ISHTIKA PROPERTIES;
ACK/KA/RERA/1249/362/PR/130123/006723,ACK/KA/RERA/1249/362/PR/130123/006723,PRM/KA/RERA/1249/362/PR/290323/005827,Manik Prabhu Nagar,Girish K Butali ;
ACK/KA/RERA/1250/303/PR/110123/006722,ACK/KA/RERA/1250/303/PR/110123/006722,PRM/KA/RERA/1250/303/PR/220223/005741,Sri Sai Dev Enclave Phase-I,Sri Sai Dev Enclave;
ACK/KA/RERA/1250/303/PR/110123/006721,ACK/KA/RERA/1250/303/PR/110123/006721,PRM/KA/RERA/1250/303/PR/280324/006747,AR VILLAS,S  S Properties;
ACK/KA/RERA/1268/378/PR/110123/006720,ACK/KA/RERA/1268/378/PR/110123/006720,PRM/KA/RERA/1268/378/PR/020323/005761,DRISTI WOODS,K N RAVISHANKAR;
ACK/KA/RERA/1252/282/PR/110123/006719,ACK/KA/RERA/1252/282/PR/110123/006719,,SK PATIL LAYOUT,RAJKUMAR ;
ACK/KA/RERA/1251/308/PR/110123/006718,ACK/KA/RERA/1251/308/PR/110123/006718,PRM/KA/RERA/1251/308/PR/150423/005865,GREEN CITY,SRIPARVATA AND BEST REALTY;
ACK/KA/RERA/1251/308/PR/100123/006717,ACK/KA/RERA/1251/308/PR/100123/006717,PRM/KA/RERA/1251/308/PR/310123/005672,SRI RAMA BADAVANE PHASE-III,SHREE DEVELOPERS;
ACK/KA/RERA/1250/304/PR/100123/006716,ACK/KA/RERA/1250/304/PR/100123/006716,PRM/KA/RERA/1250/304/PR/100323/005789,EAST BROOK,SRI PARVATA DEVELOPERS;
ACK/KA/RERA/1268/381/PR/100123/006715,ACK/KA/RERA/1268/381/PR/100123/006715,PRM/KA/RERA/1268/381/PR/160223/005730,CAUVERY ELITE,KALPATARU PROPERTY DEVELOPERS;
ACK/KA/RERA/1258/404/PR/100123/006714,ACK/KA/RERA/1258/404/PR/100123/006714,,Madivalara nagarajappa Layout,Nagarajappa M;
ACK/KA/RERA/1251/446/PR/100123/006713,ACK/KA/RERA/1251/446/PR/100123/006713,PRM/KA/RERA/1251/446/PR/150323/005794,KINGSTON LEGACY,KINGSTON VENTURES INDIA PRIVATE LIMITED;
ACK/KA/RERA/1251/310/PR/100123/006712,ACK/KA/RERA/1251/310/PR/100123/006712,PRM/KA/RERA/1251/310/PR/140223/005715,Mahaveer Hillstone,Reddy Projects and Developers Private Limited;
ACK/KA/RERA/1250/303/PR/100123/006711,ACK/KA/RERA/1250/303/PR/100123/006711,PRM/KA/RERA/1250/303/PR/020323/005762,Orange Blossom,Basavaiah G;
ACK/KA/RERA/1265/347/PR/090123/006710,ACK/KA/RERA/1265/347/PR/090123/006710,PRM/KA/RERA/1265/347/PR/300323/005830,AVALON,VIZIPA CONSTRUCTIONS PVT LTD;
ACK/KA/RERA/1251/310/PR/090123/006709,ACK/KA/RERA/1251/310/PR/090123/006709,PRM/KA/RERA/1251/309/PR/200923/006268,High Life Towers,MEENAKSHI INFRRA PROJECTS ;
ACK/KA/RERA/1250/303/PR/070123/006708,ACK/KA/RERA/1250/303/PR/070123/006708,PRM/KA/RERA/1250/303/PR/050723/006036,2 OAKLAND ESTATES,DEAMANTE PROPERTIES;
ACK/KA/RERA/1253/475/PR/070123/006707,ACK/KA/RERA/1253/475/PR/070123/006707,PRM/KA/RERA/1253/475/PR/140923/006256,SRI LAYOUT,N SRINIVASA SHETTY;
ACK/KA/RERA/1274/352/PR/070123/006706,ACK/KA/RERA/1274/352/PR/070123/006706,PRM/KA/RERA/1274/352/PR/030223/005688,NISARGA COLONY PHASE-II,DEVCONS DEVELOPERS PRIVATE LIMITED;
ACK/KA/RERA/1268/378/PR/070123/006705,ACK/KA/RERA/1268/378/PR/070123/006705,PRM/KA/RERA/1268/378/PR/240723/006079,Ashlesha,Triambakeshwara Developers and Builders;
ACK/KA/RERA/1274/352/PR/070123/006704,ACK/KA/RERA/1274/352/PR/070123/006704,PRM/KA/RERA/1274/352/PR/030223/005687,Nisarga Colony Phase-I,DEVCONS DEVELOPERS PRIVATE LIMITED;
ACK/KA/RERA/1257/336/PR/060123/006703,ACK/KA/RERA/1257/336/PR/060123/006703,PRM/KA/RERA/1257/336/PR/200123/005640,KANIYOOR COMPLEX,IRA BUILDERS;
ACK/KA/RERA/1251/308/PR/060123/006702,ACK/KA/RERA/1251/308/PR/060123/006702,PRM/KA/RERA/1251/308/PR/230123/005662,MANYATA MIDLANDS,REDDY VEERANNA CONSTRUCTIONS PVT LTD;
ACK/KA/RERA/1268/378/PR/060123/006701,ACK/KA/RERA/1268/378/PR/060123/006701,PRM/KA/RERA/1268/378/PR/250123/005669,HMR ANANDA GREENS,CHAMUNDESHWARI LAKSHMI ESTATES;
ACK/KA/RERA/1257/333/PR/050123/006700,ACK/KA/RERA/1257/333/PR/050123/006700,PRM/KA/RERA/1257/333/PR/030223/005689,Mukund Sadan,Mukund MGM Realty;
ACK/KA/RERA/1251/446/PR/050123/006699,ACK/KA/RERA/1251/446/PR/050123/006699,PRM/KA/RERA/1251/446/PR/200123/005645,SRI BALAJI ROSE WOODS,SRI BALAJI VENTURES;
ACK/KA/RERA/1253/286/PR/050123/006698,ACK/KA/RERA/1253/286/PR/050123/006698,PRM/KA/RERA/1253/286/PR/050723/006037,BSN GARDEN CITY,S NAGENDRA;
ACK/KA/RERA/1251/308/PR/050123/006697,ACK/KA/RERA/1251/308/PR/050123/006697,PRM/KA/RERA/1251/308/PR/080323/005777,Livvzo Luxepolis,M/s. PRAMOD MANDOTH PRAVEEN MANDOTH ;
ACK/KA/RERA/1250/303/PR/040123/006696,ACK/KA/RERA/1250/303/PR/040123/006696,PRM/KA/RERA/1250/303/PR/150423/005867,Elite Park Phase 2,Elite Estates;
ACK/KA/RERA/1273/318/PR/040123/006695,ACK/KA/RERA/1273/318/PR/040123/006695,PRM/KA/RERA/1273/318/PR/120123/005617,ADIDHAN SAIKRIPA,VIDYULLEKHA BUILDERS  DEVELOPERS;
ACK/KA/RERA/1248/469/PR/040123/006694,ACK/KA/RERA/1248/469/PR/040123/006694,PRM/KA/RERA/1248/469/PR/030223/005686,ADVIK GREEN BLOSSOM,AGSS INFRA;
ACK/KA/RERA/1251/308/PR/040123/006693,ACK/KA/RERA/1251/308/PR/040123/006693,PRM/KA/RERA/1251/308/PR/120123/005609,STONE HENGE,TTD DEVELOPERS;
ACK/KA/RERA/1251/310/PR/040123/006692,ACK/KA/RERA/1251/310/PR/040123/006692,PRM/KA/RERA/1251/310/PR/140223/005717,BREEZE,ELITE PROJECTS;
ACK/KA/RERA/1248/469/PR/040123/006691,ACK/KA/RERA/1248/469/PR/040123/006691,PRM/KA/RERA/1248/469/PR/030223/005685,LEGACY MEADOWS 1,AARNA BUILDERS AND DEVELOPERS;
ACK/KA/RERA/1248/469/PR/040123/006690,ACK/KA/RERA/1248/469/PR/040123/006690,PRM/KA/RERA/1248/469/PR/230123/005660,Vasanth Nagar,SS INFRA;
ACK/KA/RERA/1248/469/PR/030123/006689,ACK/KA/RERA/1248/469/PR/030123/006689,PRM/KA/RERA/1248/469/PR/140923/006255,NTS SHELTERS,PRIME DEVELOPERS;
ACK/KA/RERA/1251/472/PR/030123/006688,ACK/KA/RERA/1251/472/PR/030123/006688,PRM/KA/RERA/1251/472/PR/070323/005769,SUMUK SQUARE,SUMUK PROJECTS;
ACK/KA/RERA/1251/309/PR/020123/006687,ACK/KA/RERA/1251/309/PR/020123/006687,PRM/KA/RERA/1251/309/PR/290323/005826,NIVARA VIENTO,NIVARA GROUP;
ACK/KA/RERA/1258/408/PR/311222/006686,ACK/KA/RERA/1258/408/PR/311222/006686,,PUTTAMMA LAYOUT,Puttamma H P;
ACK/KA/RERA/1259/479/PR/311222/006685,ACK/KA/RERA/1259/479/PR/311222/006685,PRM/KA/RERA/1259/479/PR/250723/006092,NEWLAND PARK,S  S Builders and Developers;
ACK/KA/RERA/1248/444/PR/311222/006684,ACK/KA/RERA/1248/444/PR/311222/006684,PRM/KA/RERA/1248/444/PR/230123/005661,SR Greens,GAYATHRI INFRA PROJECTS;
ACK/KA/RERA/1268/378/PR/311222/006683,ACK/KA/RERA/1268/378/PR/311222/006683,PRM/KA/RERA/1268/378/PR/150423/005864,HAPPINESS 2,MK INFRA HOLDINGS PVT. LTD.;
ACK/KA/RERA/1250/303/PR/301222/006682,ACK/KA/RERA/1250/303/PR/301222/006682,PRM/KA/RERA/1250/303/PR/150523/005928,AIRA HILLS,Vaarahi Developers Pvt Ltd;
ACK/KA/RERA/1268/378/PR/301222/006681,ACK/KA/RERA/1268/378/PR/301222/006681,PRM/KA/RERA/1268/378/PR/050523/005910,GOLDSTONE SOLITAIRE,GOLDSTONE PROPERTIES;
ACK/KA/RERA/1265/345/PR/301222/006680,ACK/KA/RERA/1265/345/PR/301222/006680,PRM/KA/RERA/1265/345/PR/230123/005659,VR GOLDEN ENCLAVE - 5,V R VENTURES;
ACK/KA/RERA/1251/310/PR/291222/006679,ACK/KA/RERA/1251/310/PR/291222/006679,PRM/KA/RERA/1251/310/PR/200123/005639,ADARSH LAKE RESERVA Phase 1,M/s Adarsh Developers;
ACK/KA/RERA/1268/378/PR/291222/006678,ACK/KA/RERA/1268/378/PR/291222/006678,PRM/KA/RERA/1268/378/PR/170823/006171,DWARAKA NAGAR 2,M/s. AISHWARYA DEVELOPERS;
ACK/KA/RERA/1253/286/PR/291222/006677,ACK/KA/RERA/1253/286/PR/291222/006677,PRM/KA/RERA/1253/286/PR/080923/006247,CHIKKANNA LAYOUT,CHIKKAHALAGANAYAKA;
ACK/KA/RERA/1257/334/PR/291222/006676,ACK/KA/RERA/1257/334/PR/291222/006676,PRM/KA/RERA/1257/334/PR/120123/005618,MARCELS MAISON,UDBHAV DEVELOPERS;
ACK/KA/RERA/1273/318/PR/281222/006675,ACK/KA/RERA/1273/318/PR/281222/006675,PRM/KA/RERA/1273/318/PR/250723/006091,KALKURA HEIGHTS,Kalkura Builders and Developers;
ACK/KA/RERA/1251/310/PR/281222/006674,ACK/KA/RERA/1251/310/PR/281222/006674,PRM/KA/RERA/1251/310/PR/190123/005633,Vijayashree Enclave,Vijayashree developers;
ACK/KA/RERA/1248/469/PR/281222/006673,ACK/KA/RERA/1248/469/PR/281222/006673,PRM/KA/RERA/1248/469/PR/120123/005619,Amrutha Enclave,E Sivananda Satheesh;
ACK/KA/RERA/1251/446/PR/281222/006672,ACK/KA/RERA/1251/446/PR/281222/006672,PRM/KA/RERA/1251/446/PR/190123/005631,Serenity Gardens,EUSTOMA VENTURES;
ACK/KA/RERA/1251/446/PR/281222/006671,ACK/KA/RERA/1251/446/PR/281222/006671,PRM/KA/RERA/1251/446/PR/030223/005681,GREENDALE,HIGHLAND PROPERTIES;
ACK/KA/RERA/1273/319/PR/281222/006670,ACK/KA/RERA/1273/319/PR/281222/006670,PRM/KA/RERA/1273/319/PR/120123/005612,FORTUNE LOTUS COMMERCIAL VENTURE,FORTUNE PROMOTERS;
ACK/KA/RERA/1251/446/PR/271222/006669,ACK/KA/RERA/1251/446/PR/271222/006669,PRM/KA/RERA/1251/446/PR/120123/005620,Sattva Bliss,SATTVA DEVELOPERS PRIVATE LIMITED;
ACK/KA/RERA/1251/446/PR/271222/006668,ACK/KA/RERA/1251/446/PR/271222/006668,PRM/KA/RERA/1251/446/PR/250123/005667,Prestige Elm Park,PRESTIGE ESTATES PROJECTS LTD;
ACK/KA/RERA/1251/310/PR/261222/006666,ACK/KA/RERA/1251/310/PR/261222/006666,PRM/KA/RERA/1251/310/PR/030623/005966,KT&#039;S SAI SANNIDHI,K  T Constructions ;
ACK/KA/RERA/1271/486/PR/261222/006665,ACK/KA/RERA/1271/486/PR/261222/006665,PRM/KA/RERA/1271/486/PR/220223/005740,Maruthi Layout,MNK Sarvamangala Land Developers Company;
ACK/KA/RERA/1249/447/PR/261222/006664,ACK/KA/RERA/1249/447/PR/261222/006664,PRM/KA/RERA/1249/447/PR/280723/006103,EKAM HOMES,M/S ONENESS BUILDERS;
ACK/KA/RERA/1251/308/PR/261222/006663,ACK/KA/RERA/1251/308/PR/261222/006663,PRM/KA/RERA/1251/308/PR/200123/005642,NATURA ATAVI II,CACHET PROJECTS LLP;
ACK/KA/RERA/1268/378/PR/241222/006662,ACK/KA/RERA/1268/378/PR/241222/006662,,AMMA RESIDENCY,VEENA B;
ACK/KA/RERA/1257/334/PR/241222/006661,ACK/KA/RERA/1257/334/PR/241222/006661,PRM/KA/RERA/1257/334/PR/160623/005995,Isle of Taprobane Apartments,Mohandas Joseph Prabhu;
ACK/KA/RERA/1249/447/PR/231222/006660,ACK/KA/RERA/1249/447/PR/231222/006660,PRM/KA/RERA/1249/447/PR/060623/005972,SHREE DEVAMALA RESIDENCY,M/S PANARE BUILDERS AND DEVELOPERS;
ACK/KA/RERA/1268/378/PR/231222/006659,ACK/KA/RERA/1268/378/PR/231222/006659,PRM/KA/RERA/1268/378/PR/220923/006281,Samruddhi Enclave,M/s Mahendra developers;
ACK/KA/RERA/1251/308/PR/231222/006658,ACK/KA/RERA/1251/308/PR/231222/006658,PRM/KA/RERA/1251/308/PR/120123/005613,Cielo at Brigade Valencia,Brigade Enterprises Ltd;
ACK/KA/RERA/1257/337/PR/231222/006657,ACK/KA/RERA/1257/337/PR/231222/006657,PRM/KA/RERA/1257/337/PR/311222/005576,JAIN COMFORTS,SANATH KUMAR ;
ACK/KA/RERA/1258/404/PR/231222/006656,ACK/KA/RERA/1258/404/PR/231222/006656,,Vijyakumar layout,Vijya kumar ;
ACK/KA/RERA/1274/351/PR/221222/006655,ACK/KA/RERA/1274/351/PR/221222/006655,PRM/KA/RERA/1274/351/PR/150423/005866,NISHA RESIDENCY-PHASE 1,PRADEEP DATTA BANDEKAR;
ACK/KA/RERA/1251/446/PR/221222/006654,ACK/KA/RERA/1251/446/PR/221222/006654,PRM/KA/RERA/1251/446/PR/240323/005817,NO 12 LLOYDS ROAD,LEWIS INFRASTRUCTURE AND PROJECTS;
ACK/KA/RERA/1251/310/PR/221221/006653,ACK/KA/RERA/1251/310/PR/221221/006653,PRM/KA/RERA/1251/310/PR/221231/005585,PMAY-HFA 500 GOVINDARAJANAGARA,KARNATAKA SLUM DEVELOPMENT BOARD;
ACK/KA/RERA/1251/446/PR/211222/006652,ACK/KA/RERA/1251/446/PR/211222/006652,PRM/KA/RERA/1251/446/PR/190123/005632,POORVI ENCHANTING,POORVI INFINITE PRIVATE LIMITED;
ACK/KA/RERA/1266/392/PR/221221/006651,ACK/KA/RERA/1266/392/PR/221221/006651,PRM/KA/RERA/1266/392/PR/230112/005616,PMAY HFA,Karnataka Slum Development Board ;
ACK/KA/RERA/1266/393/PR/221221/006650,ACK/KA/RERA/1266/393/PR/221221/006650,PRM/KA/RERA/1266/393/PR/230112/005615,PMAY HFA,Karnataka Slum Development Board;
ACK/KA/RERA/1260/418/PR/221221/006649,ACK/KA/RERA/1260/418/PR/221221/006649,PRM/KA/RERA/1260/418/PR/221231/005579,PMAY HFA,Karnataka Slum Development Board ;
ACK/KA/RERA/1251/308/PR/211222/006648,ACK/KA/RERA/1251/308/PR/211222/006648,PRM/KA/RERA/1251/308/PR/310123/005670,SAI METROCITY 8TH PHASE,SAI RENIIT PROJECTS PVT LTD;
