url,area
"https://www.google.com/maps/place/KVRPL/data=!4m7!3m6!1s0x3be7b72f2cfef94b:0xee0ac5425e1dcec9!8m2!3d19.2132524!4d72.8489898!16s%2Fg%2F11h1k1grs8!19sChIJS_n-LC-35zsRyc4dXkLFCu4?authuser=0&hl=en&rclk=1","Kalu River, Titwala"
"https://www.google.com/maps/place/AmiSuzi/data=!4m7!3m6!1s0x3be7b6ce0a22be4f:0x69924b7235772745!8m2!3d19.2135255!4d72.8385893!16s%2Fg%2F11kprt19hc!19sChIJT74iCs625zsRRSd3NXJLkmk?authuser=0&hl=en&rclk=1","Kalu River, Titwala"
"https://www.google.com/maps/place/M.Space+Realty+%28Mumbai+Space+Realty%29/data=!4m7!3m6!1s0x3be7b7f20cb918e5:0xfa18d7dcbb3ad9a6!8m2!3d19.2140725!4d72.8406639!16s%2Fg%2F11f661ft3g!19sChIJ5Ri5DPK35zsRptk6u9zXGPo?authuser=0&hl=en&rclk=1","Kalu River, Titwala"
"https://www.google.com/maps/place/MY+LOCAATION+REALTORS/data=!4m7!3m6!1s0x3be7b6d36f3f60d5:0x8392389c3c31f456!8m2!3d19.2180228!4d72.8449697!16s%2Fg%2F11pzrywnl8!19sChIJ1WA_b9O25zsRVvQxPJw4koM?authuser=0&hl=en&rclk=1","Kalu River, Titwala"
"https://www.google.com/maps/place/Realkraft+Property+Solutions/data=!4m7!3m6!1s0x3be7b798a507b4dd:0x9539d0382df7fef1!8m2!3d19.2155723!4d72.8437574!16s%2Fg%2F11shf9j5fd!19sChIJ3bQHpZi35zsR8f73LTjQOZU?authuser=0&hl=en&rclk=1","Kalu River, Titwala"
"https://www.google.com/maps/place/Jannat+Homes+%28Real+Estate+Agent%29/data=!4m7!3m6!1s0x3be7b62c4ea7cb75:0x340680a22030a599!8m2!3d19.1365744!4d72.8476477!16s%2Fg%2F12qfpzvq5!19sChIJdcunTiy25zsRmaUwIKKABjQ?authuser=0&hl=en&rclk=1","Kalu River, Titwala"
"https://www.google.com/maps/place/Morya+Properties/data=!4m7!3m6!1s0x3be7c92d3b15ed0d:0xe47928b6a73952ee!8m2!3d19.2165946!4d72.8383511!16s%2Fg%2F11qggb0gg_!19sChIJDe0VOy3J5zsR7lI5p7YoeeQ?authuser=0&hl=en&rclk=1","Kalu River, Titwala"
"https://www.google.com/maps/place/Shree+Prime+Realtors/data=!4m7!3m6!1s0x3be7b6d05620348b:0x166b17541f531f4f!8m2!3d19.2104398!4d72.8425879!16s%2Fg%2F1jgm3f6_w!19sChIJizQgVtC25zsRTx9TH1QXaxY?authuser=0&hl=en&rclk=1","Kalu River, Titwala"
